ASIN,Title,Subtitles,Language,Release year,Release date,Rated,Run time,Description,Contributors,Actors,Directors,Producers,Media Format,Genres,Customer Reviews,IMDb,Number of discs,Studio
B007H52KA4,Lips of Blood,,English,1975,,18+,1 h 22 min,,,,Jean Rollin,Lionel Wallmann,,"International,Horror,Suspense",,5.9,,Redemption Films
6305908028,"The Lost Films of Laurel & Hardy: The Complete Collection, Vol. 8 [DVD]",,English,,"January 1, 2026",NR,2 hours and 10 minutes,"Mastered from the original 35mm material, this eighth volume of lost films from the great comedy team of Stan Laurel and Oliver Hardy includes all silent shorts: ""Two Tars"" (1928, 21 min.), ""The Second Hundred Years"" (1927, 22 min.), ""Slipping Wives"" (1926, 23 min.), ""From Soup to Nuts"" (1928, 22 min.), plus the Stan Laurel solo shorts ""Scorching Sands"" (1923, 15 min.) and ""Should Tall Men Marry?"" (1927, 19 min., color tinted).","Frank Ellis, James Parrott, Edgar Kennedy, Thelma Hill, Helen Gilmore, Stan Laurel, Louis J. Gasnier, Fred Guiol, Chet Brandenburg, Robin Williamson, Edgar Dearing, Oliver Hardy, Ruby Blaine, Harry Bernard, Baldwin Cooke, Hal Roach, H.M. Walker, Clara Guiol","Stan Laurel, Oliver Hardy, Edgar Kennedy, Thelma Hill, Ruby Blaine",,,"NTSC, DVD, Black & White",Comedy,,6.1,,Image Entertainment
B0008ENIM0,Drenched in Blood 4 Movie Pack - Fungicide (2004) / Goregoyles (2003) / Devil's Moon (2004) / Tales Of Terror (2003) [DVD],,English,,,Unrated,6 hours and 25 minutes,,"Robert Harvick, Bruce Hoyt, Philippe Kane, Timothy Muskatel, David Weldon, Wes Miller, Dave Bonavita, David DeFino, Erica Doering, Douglas Agosti, Kevin J. Lindenmuth, Nathan King, Lance Otto Smith, Sebastien Croteau, Dave Wascavages, Steve Bick, Augustine Arredondo","Philippe Kane, Dave Bonavita, Robert Harvick, Bruce Hoyt, Erica Doering",,,"Box set, Color, Closed-captioned, DVD",Horror,,3.1,,BCI / Eclipse
B00018YC3M,Stay Hungry [DVD],,English,,,R,1 hour and 42 minutes,"Jeff Bridges (Seabiscuit) is at his best (The Village Voice), Academy AwardÂ(r) winner* Sally Field (Forrest Gump) is a revelation (New York Post) and Arnold Schwarzenegger (The Terminator) radiates assurance and appeal (The Wall Street Journal) in this inventive (Time) and upbeat film (Gene Siskel), for which he won a coveted 1977 Golden Globe.** Directed by Bob Rafelson (The Postman Always Rings Twice) from a screenplayby Charles Gaines and Rafelson, Stay Hungry is obviously the work of a master you'll have areal good time (CBS-TV)! When entrepreneur Craig Blake (Bridges) buys a small gym, he fully expects to demolish the place to make room for a high rise. Instead, he finds himself drawn into a world he never knew existed. From a perky gymnast (Field) who wears her heart on her leotard to a philosophizing Mr. Universe hopeful (Schwarzenegger), the freewheeling spirit of the gym touches Craig in a way he never expectedand plunges him into a hilarious off-the-wall plot to stop his high rise from ever rising! *Actress: Places in the Heart (1984); Norma Rae (1979) **Best Acting Debut in a Motion Picture","Bob Westmoreland, Mayf Nutter, Ed Begley Jr., Helena Kallianiotes, Robert Englund, Dennis Burkley, Franco Columbu, Brandy Wilde, Joanna Cassidy, John David Carson, R.G. Armstrong, Laura Hippe, Clifford A. Pellow, Fannie Flagg, Richard Gilliland, Garry Goodrow, Scatman Crothers, Jeff Bridges, Bart Carpinelli, Autry Pinson, Kathleen Miller, Martin Hames, Roger Callard, Woodrow Parfrey, Arnold Schwarzenegger, Dennis Fimple, Roger E. Mosley, Bob Rafelson, Sally Field, John Gilgreen, Joe Spinell, Murray Johnson (II)","Jeff Bridges, Sally Field, Arnold Schwarzenegger, R.G. Armstrong, Robert Englund",,,"Full Screen, DVD, Color, Anamorphic, NTSC",Drama,,5.6,,MGM (Video & DVD)
B00006D2AQ,King of the Ring,,English,,,Unrated,,,"Kevin Dunn (III), Jeff Hardy, Mark LoMonaco, Chris Benoit, Lance Storm, Mark Lloyd (II), Paul Heyman, Michael Manna, Brock Lesnar, Hulk Hogan, Rob Van Dam, Shawn Michaels, Shane Helms, Eddie Guerrero, Michael Cole, Peter Senerchia, Matt Hardy, Terri Runnels, Chris Jericho, Trish Stratus, Jonathan Coachman, Ric Flair, Sean Waltman, Nidia Guenard, Mark Yeaton, Paul Wight, Booker Huffman, Paul Levesque, Dustin Runnels, Jerry Lawler, Jamie Howard, Jason Reso, Vince McMahon, Kurt Angle, Mark Calaway, Dwayne Johnson, Scott Levy (III), Sean Morley, Andrew Martin (II), Jim Ross (III), Kevin Nash, Nora Greenwald","Mark Calaway, Paul Levesque, Brock Lesnar, Rob Van Dam, Chris Jericho",,,,,,6.7,,
B001AXTYPI,Curious George: Sails with the Pirates and Other Curious Capers! [DVD],,English,,"June 14, 2009",NR,,,,Various,,,"Color, Multiple Formats, NTSC, Subtitled, Full Screen, Animated, Dolby","Kids & Family, Animation",,6.5,,Universal Pictures Home Entertainment
B00004RFIK,Prophecy 3:Ascent [VHS],,,,"March 14, 2000",R,1 hour and 24 minutes,,"Christopher Walken, Brad Dourif, Drew Swaine, J.D. Rosen, Shawn Driscoll, Mark Prince Edwards, Tom Kane (II), Vincent Spano, Dave Buzzotta, Johnny Martin, Kayren Butler, Jack McGee, Moriah 'Shining Dove' Snyder, William Stanford Davis, Sandra Ellis Lafferty, Anthony Rosselli, Hi Border, Tyrone Tann, Patrick Lussier, Steve Hytner, Scott Cleverdon","Christopher Walken, Vincent Spano, Dave Buzzotta, Kayren Butler, Steve Hytner",,,,,,5.4,,Buena Vista Home Ent
6303111734,Vol. 1,,,,"May 3, 1994",,,,,Grammy's Greatest Country,,,,,,,,Wea/Atlantic
B00018YC3W,Ned Kelly: The True Story Of Australia's Most Legendary Outlaw,,"English, Spanish",,,PG,1 hour and 46 minutes,No Description Available.,"Clarissa Kaye-Mason, Robert Bruning, Frank Thring, Ken Goodlet, Bruce Barry, Tony Richardson, Diane Craig, Ian Jones, Mark McManus, Alexander Cann, Tony Bazell, Mick Jagger, David Copping, Allen Bickford","Mick Jagger, Clarissa Kaye-Mason, Mark McManus, Ken Goodlet, Frank Thring",,,"Color, DVD, Letterboxed",Action & Adventure,,5.1,,MGM (Video & DVD)
B003Y5PF80,Fort Apache,,English Dialogue Boost: Medium,1948,,18+,2 h 7 min,,,,John Ford,"Merian C. Cooper,John Ford",,"Adventure,Action,Bold,Cerebral",,7.4,,WARNER BROS.
B0001WJN8M,Redemption,,"English, Spanish",,"June 22, 2004",Unrated,1 hour and 26 minutes,,"Steven Vincent Leigh, Eric Lee (II), Richard Beattie, Judy Lea, Brad Bartram, Jeff Centauri, Khrystyne Haje, Randy Brooks, Pamela Christie, Richard Norton, Carrie Stevens, Chuck Borden, Nicolas Read (II), Sam J. Jones, Dwayne Winstead, Don 'The Dragon' Wilson, James Russo, Steffiana De La Cruz, Chris Penn, Kevin Knotts, Edwin Villa, Richard Rabago, Eddie Mui, Gerald Okamura, David DeFalco, Michael R. Thayer, Cynthia Rothrock, Nikki Bokal, Jaime Anstead, Philip Ursino, Art Camacho, Peter Cunningham","Don 'The Dragon' Wilson, Chris Penn, James Russo, Cynthia Rothrock, Richard Norton",,,"Closed-captioned, Color, Full Screen, NTSC",Mystery & Thrillers,,4.5,,Razor Digital Entertainment
B00005LKL8,An Affair of Love (Une Liaison D'Amour) [VHS],,,,"September 11, 2001",R,1 hour and 20 minutes,Romance,"Pierre Gerranio, Rolf Schmid, Sylvie Van den Elsen, Paul Pavel, Laurent Pétin, Martin Schmassmann, Alain Rocca, Claude Waringo, Philippe Blasband, Arlette Zylberberg, Chantal Hymans, Michèle Pétin, Nathalie Baye, Hervé Sogne, Virginie Saint-Martin, Patrick Quinet, Frédéric Fonteyne, Sergi López, Jacques Viala, Christophe Sermet","Nathalie Baye, Sergi López, Jacques Viala, Paul Pavel, Sylvie Van den Elsen",,,"Closed-captioned, Color, Original recording reissued, NTSC",Romance,,6.9,,Warner Home Video
B006NO1SVM,Die Entfuehrung Aus Dem Serail [Blu-ray],,"German, German",,"February 28, 2012",,,"Diana Damrau, Olga Peretyatko, Christoph Strehl, Norbert Ernst, Franz-Josef Selig, and Christoph Quest star in this Gran Teatre del Liceu production of the Mozart opera conducted by Christof Loy and directed by Ivor Bolton.","Olga Peretyatko, Pietro d'Agostino, Diana Damrau, Christoph Quest, Norbert Ernst, Franz-Josef Selig, Christoph Strehl","Diana Damrau, Norbert Ernst, Olga Peretyatko, Christoph Strehl, Christoph Quest",,,"Widescreen, Blu-ray, Classical, Multiple Formats, NTSC","Music Video & Concerts, Classical / Opera & Vocal",,,,C Major Entertainment
630577238X,I Was a Teenage Zombie,,English,,"March 14, 2000",Unrated,1 hour and 31 minutes,"A killer party you won't forget! ""Night of the Living Dead"" meets ""Fast Times at Ridgemont High"" (with a stop-over for ""Rock 'n' Roll High School"") in this spoof of teenage monster movies, delinquency dramas, sports movies, and a brace of other film genres. When a group of high school underachievers get some bad weed from a dealer named Mussolini (Steve McCoy), the dealer dies and gets dumped in a river contaminated by nuclear waste. Quicker than you can say Three Mile Island, Mussolini is back, green-skinned and super-strong, killing the kids who did him in, ripping them apart one by one. ""I Was a Teenage Zombie"" is a genre-twister of a movie--one part teen exploitation flick, one part monster movie, and one part lunkhead comedy--the midnight movie to end them all!",,"Mccoy, Steve",,,,,,4.4,,IMAGE ENTERTAINMENT
B000VQYDHY,Ultimate 150 Cartoon Festival,,English,,"September 25, 2007",PG,17 hours and 25 minutes,"Enjoy this collection of classic animation brought to you in this three DVD set from Mill Creek Entertainment. Laugh at the escapades of Betty Boop, The Three Stooges, Popeye, Tom & Jerry, Little Audrey, Baby Huey, Felix the Cat, Jasper, Little Lulu, and many more! A tremendous compilation of early animated shorts sure to delight any collector!","Walt Disney, John Foster, Isadore Sparber, Walter Lantz, 3 Stooges, Tom and Jerry, Felix the Cat, Little Lulu, Seymour Kneitel, George Rufle, Pat Sullivan, Dave Fleischer, Popeye, Dave Detiege, Eddie Bernds, Casper the Friendly Ghost, Ub Iwerks, Oswald Rabbit, Eddie Rehberg, George Stallings, Betty Boop","3 Stooges, Betty Boop, Felix the Cat, Popeye, Tom and Jerry",,,"Animated, Color, Box set, Black & White, NTSC","Kids & Family, Anime & Manga",,,,Mill Creek Entertainment
B000KCHZ6A,Global Warming: Science and Solutions,,,,"November 17, 2006",G,,"Our planet is warming; it's significantly warmer in the 21st century than it was in the last third of the 20th century. Indeed, four of the warmest years on record have occurred in this century. This global warming is being forced by the unabated burning of fossil fuels pouring CO2 into the atmosphere ... And this warming appears to be forcing dramatic regional and worldwide climate shifts. This series takes you through the Science of Global Warming and the Solutions. We need only to trust the science and work together to implement these solutions... solutions we can no longer afford to ignore.",,Erick Avari,,,,,,,2,Ambrose Video Publishing Inc
B000QEITJO,Living Landscapes: The World's Most Beautiful Places [FOR HD-DVD Players only],,English,,"June 1, 2007",NR,1 hour and 15 minutes,"You'll be hard-pressed to find a single shot in 'The Most Beautiful Places in the World' that doesn't tickle the eye. I was particularly impressed with the cleanliness of the source -- it's crystal clear, with excellent blacks and very natural contrast. Colors are vibrant, yet very clean -- and they're refreshingly free from oversaturation. Detail is often exquisite, and the sense of depth is often akin to looking out of a freshly-scrubbed window. --Reviewed by Peter M. Bracke_Tuesday, June 12, 2007",,"Living Landscapes, HD Environments, Nature Window, Planet Earth",,,,,,,,HDenvironments
B002NE4HAU,Compass Reading Fundamentals,,,,"August 31, 2009",,30 minutes,Compass Reading Fundamentals: How to Take an Accurate Reading In Person or with Tools from the Internet,,Kartar Diamond,,,,,,,,Four Pillars Publishing
6305809208,"The Simpsons Political Party, Boxed Set [VHS]",,,,,,,Episodes in the boxed set ,,Simpsons,,,,,,8.7,,Twentieth Century Fox
B00005LKL6,Saving Grace VHS,,,,"September 11, 2001",,,,,"Blethyn, Ferguson, Clunes, Karyo",,,,,,6.9,,New Line Studios
B000NJMJGQ,The Last Detective - Series 3,,English,,"May 15, 2007",NR,,"Beleaguered by life and belittled by his colleagues, ""Dangerous"" Davies (Peter Davison, ","Peter Davison; Sean Hughes; Emma Amos, Matthew Evans (III); Douglas Mackinnon; Ferdinand Fairfax; Nick Hurran; Gavin Millar; Moira Armstrong; Pip Broughton",Peter Davison; Sean Hughes; Emma Amos,,,"NTSC, Color, Widescreen, Multiple Formats",Mystery & Thrillers,,7.7,,ACORN MEDIA
B00004RFIG,Witchcraft 11:Sisters in Blood [VHS],,,,"May 16, 2000",NR,1 hour and 30 minutes,,,Witchcraft 11-Sisters in Blood,,,,,,,,East Texas Distribut
B00004RFIF,Mystery Science Theater 3000: The Brain That Wouldn't Die [DVD],,English,,"April 25, 2000",NR,1 hour and 37 minutes,Mystery Science Theater 3000,"Paul Chaplin, Bonnie Sharie, Adele Lamont, Mike Gandolfi, Leslie Daniels, Michael J. Nelson, Joel Hodgson, Jason Evers, Trace Beaulieu, Paula Maurice, Kevin Murphy, Marilyn Hanold, Rex Carlton, Joseph Green, Frank Conniff, Virginia Leith, Bruce Brighton","Joel Hodgson, Michael J. Nelson, Trace Beaulieu, Kevin Murphy, Jason Evers",,,,,,4.5,,Rhino Home Video
B00004RFIE,Mystery Science Theater 3000 - Eegah,,English,,"April 25, 2000",Unrated,1 hour and 37 minutes,,"Paul Chaplin, Arch Hall Sr., Patrick Brantseg, Mike Gandolfi, Michael J. Nelson, J. Elvis Weinstein, Jim Mallon, Mary Jo Pehl, Joel Hodgson, Bill Corbett, Trace Beaulieu, Bob Wehling, Kevin Murphy, Bridget Jones, Frank Conniff","Joel Hodgson, Michael J. Nelson, Trace Beaulieu, Kevin Murphy, Jim Mallon",,,,,,8.6,,Rhino Theatrical
B003LSZFUI,Inheritance,,,2006,,18+,1 h 14 min,,,,James Moll,"Shannon Dill,Chris Malachowsky,Ryan Malachowsky,Segio Molho,James Moll,Christopher Pavlick",,Documentary,,7.5,,Docurama
B0012EM5GA,Death Note Vol. 4 (DVD) Standard Edition,,"English, Japanese",,"March 31, 2009",NR,1 hour and 40 minutes,As the dark fantasy ,,Various,,,"Color, Multiple Formats, NTSC, Animated, Subtitled",Anime & Manga,,7.5,,WarnerBrothers
B004R10MA6,The Man From Nowhere (English Subtitled),,,2010,,R,1 h 59 min,,,,Lee Jeong-beom,Lee Tae Hun,,"Action,Drama,Gritty,Intense",,7.7,,Warner Bros.
B00005LKL7,Dancer in the Dark,,,,"September 11, 2001",,,VHS is used in good condition. In original box. Fast Shipping!,,"Bjork, Deneuve, Morse, Stormare, G",,,,,,7.9,,New Line Studios
B001AS0NU8,"Charlie Rose - Ted Koppel / Jim Courier (July 9, 2008)",,,,"April 7, 2010",,57 minutes,"A conversation with Ted Koppel about his four part series about China, Koppel on Discovery: The People's Republic of Capitalism. A conversation with Jim Courier about the 2008 Wimbledon Championships.",,,,,,,,,,"Charlie Rose, Inc."
B000KKQNRO,The Da Vinci Code,,English,2006,,PG-13,2 h 28 min,,,,Ron Howard,"Brian Grazer,John Calley",,"Drama,Suspense,Cerebral,Compelling",,6.6,,Columbia Pictures
B001TK29GS,OVER THE G.W.,,,,"February 20, 2009",,1 hour and 18 minutes,"Critically acclaimed for performance and frankness. Over the GW tells writer/director Nick Taglia's own harrowing tale of drug rehabilitation in the late 90's. The story follows troubled siblings (George Gallagher, Kether Donohue) as they are removed from their Bronx home an dcommitted to a New Jersey treatment center by their well-meaning parents. As an expected 30 stay stretches to two years, the siblings are systematically brainswashed intoa state of abjected fear by cult-like staff members. Resembling jail-time more then rehabilitaion, the film strikingly, remarkable in its restraint, the gradual erosion of free will exposing physically and mentally abusive reprogramming masquerading as rehabilitation.",,"George Gallagher, Kether Donohue, Albert Insinnia",,,,,,,,Vanguard
6302650488,WKRP in Cincinnati - Pilot Episodes Part 1 and 2,,,,"September 29, 1998",,,"Pilot, 2 episodes.",,"Anderson, Loni, Bonner, Frank, Hesseman, Howard, Jump, Gordon, Reid, Tim",,,,,,8.0,,MTM Home Video
6305976104,Quiet Days in Hollywood [VHS],,,,,,,,,,,,,,,,,
0793903335,Small Steps Big Strides: The Black Experience in Hollywood VHS,,,,"January 1, 1998",Unrated,,,,Small Steps Big Strides,,,,,,6.5,,20th Century Fox
